"Symbol","ENSG","trt","untrt","baseMean","log2FoldChange","pvalue","padj","Entrez"
"IL6R-AS1","ENSG00000228013",6.61,6.593,6.601,-0.766,0.1353,0.4028,""
"CLUH","ENSG00000132361",10.205,9.76,9.982,0.38,0.1355,0.4029,"23277"
"CCT3","ENSG00000163468",11.639,11.494,11.567,0.216,0.1355,0.4029,"7203"
"AC093010.2","ENSG00000241490",6.429,6.375,6.402,-0.165,0.1355,0.4029,"107986115"
"PTPRN2","ENSG00000155093",6.842,6.831,6.836,0.172,0.1357,0.4033,"5799"
"S100A10","ENSG00000197747",11.318,11.465,11.391,-0.363,0.1357,0.4033,"6281"
"DDA1","ENSG00000130311",9.702,9.396,9.549,0.188,0.1358,0.4034,"79016"
"USP6","ENSG00000129204",8.131,7.973,8.052,0.711,0.1358,0.4034,"9098"
"AL162632.3","ENSG00000260046",6.337,6.448,6.393,0.948,0.1358,0.4034,""
"KCNN2","ENSG00000080709",6.274,6.362,6.318,-0.554,0.1358,0.4034,"3781"
"TDO2","ENSG00000151790",6.894,7.136,7.015,0.698,0.136,0.4037,"6999"
"C1S","ENSG00000182326",15.591,15.517,15.554,0.166,0.1359,0.4037,"716"
"VMO1","ENSG00000182853",6.638,6.615,6.627,-0.292,0.136,0.4039,"284013"
"HSD52","ENSG00000224609",6.704,6.888,6.796,-0.27,0.1361,0.4039,"729467"
"SEMA6C","ENSG00000143434",8.363,8.018,8.19,-0.189,0.1361,0.404,"10500"
"LINC01341","ENSG00000227953",7.354,7.282,7.318,0.302,0.1362,0.404,""
"AP004608.1","ENSG00000255545",6.316,6.265,6.29,0.918,0.1362,0.404,"283177"
"RHOF","ENSG00000139725",7.352,7.401,7.376,0.754,0.1362,0.404,"54509"
"HSPA8","ENSG00000109971",14.145,14.412,14.279,0.149,0.1363,0.4042,"3312"
"PPP2R3C","ENSG00000092020",9.044,9.014,9.029,0.186,0.1363,0.4042,"55012"
"ELOA-AS1","ENSG00000236810",7.154,7.223,7.189,0.241,0.1363,0.4042,"100506963"
"AC097637.1","ENSG00000173366",6.389,6.332,6.361,-0.31,0.1364,0.4042,""
"BORCS6","ENSG00000196544",7.885,7.831,7.858,0.215,0.1363,0.4042,"54785"
"RHBG","ENSG00000132677",6.427,6.399,6.413,1.515,0.1364,0.4042,"57127"
"HACD2","ENSG00000206527",9.761,9.3,9.53,0.259,0.1366,0.4047,"201562"
"MBTPS2","ENSG00000012174",9.803,9.724,9.763,-0.453,0.1366,0.4047,"51360"
"RFXAP","ENSG00000133111",7.389,7.567,7.478,0.384,0.1367,0.405,"5994"
"PTGER4","ENSG00000171522",8.659,8.922,8.791,0.683,0.1369,0.4051,"5734"
"CASP3","ENSG00000164305",9.632,9,9.316,-0.213,0.1368,0.4051,"836"
"AC005082.2","ENSG00000285926",6.255,6.309,6.282,-0.67,0.1369,0.4051,""
"PBOV1","ENSG00000254440",6.307,6.262,6.284,0.942,0.1368,0.4051,"59351"
"DUSP19","ENSG00000162999",7.473,7.651,7.562,-0.257,0.137,0.4054,"142679"
"HIGD2A","ENSG00000146066",9.633,9.67,9.651,0.193,0.1371,0.4055,"192286"
"MSH4","ENSG00000057468",6.382,6.473,6.428,0.476,0.137,0.4055,"4438"
"SYN1","ENSG00000008056",6.959,6.769,6.864,0.16,0.1372,0.4057,"6853"
"FAM86C2P","ENSG00000160172",7.544,7.869,7.707,0.202,0.1373,0.4058,"645332"
"HGS","ENSG00000185359",11.093,10.837,10.965,0.685,0.1372,0.4058,"9146"
"UBE2FP3","ENSG00000233337",6.652,6.643,6.647,-0.643,0.1372,0.4058,""
"Z94721.2","ENSG00000272980",6.61,6.572,6.591,0.718,0.1373,0.4059,""
"SNORD116-3","ENSG00000207014",6.289,6.16,6.225,0.382,0.1374,0.406,"100033415"
"AC025423.2","ENSG00000256664",7.917,8.324,8.121,1.345,0.1375,0.4062,""
"ANTXR1","ENSG00000169604",13.854,13.745,13.8,0.25,0.1375,0.4063,"84168"
"FAM106A","ENSG00000273018",8.831,8.824,8.827,-0.486,0.1375,0.4063,"80039"
"NFX1","ENSG00000086102",10.141,10.423,10.282,-0.156,0.1377,0.4065,"4799"
"DOP1B","ENSG00000142197",8.826,8.834,8.83,0.183,0.1378,0.4065,"9980"
"PEX10","ENSG00000157911",8.6,8.829,8.715,0.183,0.1377,0.4065,"5192"
"PRAF2","ENSG00000243279",9.487,9.695,9.591,0.154,0.1377,0.4065,"11230"
"PRR29","ENSG00000224383",6.445,6.691,6.568,0.422,0.1376,0.4065,"92340"
"HOOK2","ENSG00000095066",8.352,8.436,8.394,-0.314,0.1378,0.4065,"29911"
"KRT87P","ENSG00000135477",6.249,6.333,6.291,-0.22,0.1377,0.4065,""
"SPNS2","ENSG00000183018",6.481,6.596,6.538,0.915,0.1379,0.4067,"124976"
"KLHL31","ENSG00000124743",6.378,6.43,6.404,-0.384,0.1378,0.4067,"401265"
"CNRIP1","ENSG00000119865",9.586,9.505,9.546,-0.401,0.1379,0.4068,"25927"
"PTP4A2P1","ENSG00000267185",6.307,6.4,6.353,-0.62,0.138,0.4069,""
"PPP1R14B","ENSG00000173457",9.689,9.92,9.805,0.225,0.1381,0.4071,"26472"
"SLC14A1","ENSG00000141469",6.588,7.632,7.11,0.286,0.1382,0.4073,"6563"
"TMEM183B","ENSG00000224831",7.019,7.263,7.141,-0.189,0.1382,0.4073,""
"NFIX","ENSG00000008441",13.244,13.544,13.394,0.208,0.1385,0.408,"4784"
"AC003092.1","ENSG00000236453",6.307,6.275,6.291,0.478,0.1386,0.408,""
"TP73","ENSG00000078900",6.282,6.342,6.312,0.48,0.1385,0.408,"7161"
"AC104462.1","ENSG00000231612",6.222,6.367,6.295,0.462,0.1385,0.408,""
"HIST2H3C","ENSG00000203811",6.665,6.634,6.649,0.334,0.1386,0.408,"126961"
"ACVR2B-AS1","ENSG00000229589",6.718,6.773,6.745,-0.992,0.1385,0.408,"100128640"
"HMGXB4","ENSG00000100281",9.577,9.592,9.585,-0.89,0.1386,0.408,"10042"
"GFOD1","ENSG00000145990",8.317,8.025,8.171,0.207,0.1389,0.4082,"54438"
"AC022400.6","ENSG00000272916",7.02,6.813,6.916,-0.289,0.1388,0.4082,"8509"
"TGFB1","ENSG00000105329",10.795,11.063,10.929,0.324,0.1389,0.4082,"7040"
"MEF2B","ENSG00000213999",6.704,6.813,6.758,-0.671,0.1388,0.4082,"100271849"
"CCDC9","ENSG00000105321",8.969,8.92,8.945,-0.193,0.1388,0.4082,"26093"
"Z83843.1","ENSG00000271533",7.812,7.663,7.737,0.336,0.1389,0.4082,""
"POGK","ENSG00000143157",10.001,9.798,9.9,-0.562,0.1388,0.4082,"57645"
"WDR26","ENSG00000162923",11.97,11.876,11.923,-0.875,0.1388,0.4082,"80232"
"AC127024.6","ENSG00000276250",6.403,6.474,6.439,1.55,0.1388,0.4082,""
"RASIP1","ENSG00000105538",7.392,7.305,7.348,0.887,0.1389,0.4082,"54922"
"IPMK","ENSG00000151151",9.084,8.596,8.84,-0.312,0.139,0.4084,"253430"
"SRPK1","ENSG00000096063",9.933,9.719,9.826,0.195,0.139,0.4084,"6732"
"AC074141.1","ENSG00000283236",6.725,6.939,6.832,1.604,0.1391,0.4084,""
"AL132712.1","ENSG00000258534",6.551,6.61,6.58,-0.282,0.1392,0.4084,""
"LGALS12","ENSG00000133317",6.258,6.257,6.258,0.611,0.1391,0.4084,"85329"
"ODF2","ENSG00000136811",9.477,9.441,9.459,-1.137,0.1391,0.4084,"4957"
"CD33","ENSG00000105383",6.275,6.254,6.264,0.309,0.1391,0.4084,"945"
"EWSAT1","ENSG00000212766",6.516,6.402,6.459,1.377,0.1391,0.4084,"283673"
"ABHD4","ENSG00000100439",10.96,11.194,11.077,0.161,0.1392,0.4085,"63874"
"GPRASP2","ENSG00000158301",8.573,9.233,8.903,-0.661,0.1395,0.4092,"100528062"
"DCAF1","ENSG00000145041",9.755,9.398,9.576,0.243,0.1395,0.4093,"9730"
"EGR2","ENSG00000122877",6.476,7.082,6.779,-0.325,0.1396,0.4094,"1959"
"PXYLP1","ENSG00000155893",8.634,9.258,8.946,-0.749,0.1396,0.4094,"92370"
"SDC3","ENSG00000162512",11.429,11.849,11.639,1.147,0.1396,0.4094,"9672"
"AC091868.2","ENSG00000249293",6.286,6.258,6.272,-0.158,0.1396,0.4094,""
"GSS","ENSG00000100983",9.407,9.689,9.548,-0.488,0.1398,0.4097,"2937"
"FAM221A","ENSG00000188732",7.396,7.142,7.269,-0.351,0.1398,0.4098,"340277"
"AP001273.2","ENSG00000284057",6.831,7.297,7.064,0.349,0.14,0.41,""
"TLR7","ENSG00000196664",6.284,6.399,6.342,-0.757,0.1399,0.41,"51284"
"PLCG1","ENSG00000124181",10.637,10.745,10.691,-0.375,0.1401,0.4104,"5335"
"AP003108.4","ENSG00000279632",6.461,6.483,6.472,-0.915,0.1401,0.4104,""
"C3orf62","ENSG00000188315",8.42,8.152,8.286,0.104,0.1402,0.4106,"375341"
"FNBP1P1","ENSG00000257800",6.679,6.729,6.704,0.388,0.1403,0.4108,""
"VPS50","ENSG00000004766",9.241,9.298,9.269,-0.212,0.1404,0.4108,"55610"
"AC243654.1","ENSG00000273965",6.271,6.199,6.235,0.356,0.1404,0.4108,""
"AC087477.5","ENSG00000259542",6.213,6.294,6.254,1.233,0.1404,0.4109,""
"RPSAP53","ENSG00000214263",6.642,6.667,6.655,-0.193,0.1405,0.4112,""
"EFS","ENSG00000100842",8.392,8.773,8.582,-0.19,0.1406,0.4112,"10278"
"MRPL55","ENSG00000162910",8.511,8.599,8.555,0.282,0.1405,0.4112,"128308"
"TMEM134","ENSG00000172663",8.531,8.57,8.551,-0.623,0.1406,0.4112,"80194"
"AC244255.1","ENSG00000277852",6.212,6.333,6.273,-0.436,0.1408,0.4117,""
"NBEAL2","ENSG00000160796",8.423,7.927,8.175,0.446,0.1409,0.4118,"23218"
"AC009135.1","ENSG00000257180",6.3,6.238,6.269,-0.752,0.1409,0.4118,""
"AC005837.3","ENSG00000277382",6.248,6.297,6.272,-0.41,0.1409,0.4118,""
"SLC6A6","ENSG00000131389",8.722,10.335,9.529,-0.198,0.141,0.4119,"6533"
"EBPL","ENSG00000123179",9.096,8.695,8.895,-0.285,0.1411,0.4121,"84650"
"HPSE","ENSG00000173083",7.593,7.048,7.32,-0.149,0.1411,0.4123,"10855"
"RPUSD1","ENSG00000007376",8.624,8.517,8.571,-0.428,0.1412,0.4123,"113000"
"LINC01625","ENSG00000238099",6.356,6.401,6.379,-0.3,0.1412,0.4123,"645434"
"CDO1","ENSG00000129596",7.795,7.363,7.579,0.256,0.1415,0.4124,"1036"
"ATOH8","ENSG00000168874",9.656,9.068,9.362,-0.166,0.1415,0.4124,"84913"
"MERTK","ENSG00000153208",7.263,7.813,7.538,0.299,0.1414,0.4124,"10461"
"RNF112","ENSG00000128482",7.376,6.975,7.176,0.182,0.1413,0.4124,"7732"
"AC008014.1","ENSG00000257261",6.932,6.73,6.831,-0.441,0.1413,0.4124,""
"AC005954.2","ENSG00000267205",6.344,6.378,6.361,-0.305,0.1415,0.4124,""
"AL592148.3","ENSG00000272750",7.193,7.079,7.136,-0.329,0.1415,0.4124,""
"SPON1-AS1","ENSG00000254418",6.469,6.377,6.423,0.158,0.1413,0.4124,""
"MMP27","ENSG00000137675",6.303,6.442,6.373,0.786,0.1414,0.4124,"64066"
"AC090337.1","ENSG00000264705",6.241,6.372,6.306,0.52,0.1413,0.4124,""
"UROS","ENSG00000188690",9.93,9.966,9.948,-0.655,0.1416,0.4127,"7390"
"AC138951.2","ENSG00000279107",6.286,6.445,6.366,0.218,0.1417,0.4128,""
"ZNF619","ENSG00000177873",7.887,7.834,7.861,0.833,0.1417,0.4128,"285267"
"PCDHGB5","ENSG00000276547",10.161,10.193,10.177,-0.255,0.1418,0.4129,"56101"
"SHC4","ENSG00000185634",7.193,7.153,7.173,0.287,0.1418,0.4129,"399694"
"PDK2","ENSG00000005882",10.133,10.256,10.195,-0.218,0.1418,0.4129,"5164"
"AC018868.2","ENSG00000259751",6.263,6.278,6.27,-0.134,0.1419,0.4129,""
"AC116913.1","ENSG00000261351",6.887,6.724,6.806,0.211,0.1419,0.4129,""
"AC063976.2","ENSG00000224431",6.937,7.058,6.997,-0.33,0.1419,0.4129,""
"TIAL1","ENSG00000151923",10.343,10.402,10.373,0.373,0.1418,0.4129,"7073"
"LRRC37A5P","ENSG00000204173",6.564,6.595,6.58,0.747,0.1419,0.4129,"652972"
"AC034102.4","ENSG00000257553",6.742,6.662,6.702,0.845,0.1418,0.4129,""
"BTC","ENSG00000174808",7.428,7.038,7.233,-0.241,0.142,0.413,"685"
"AP000708.1","ENSG00000255537",6.61,6.62,6.615,-0.99,0.142,0.4131,"403312"
"MYOM1","ENSG00000101605",7.947,7.643,7.795,-0.207,0.1421,0.4133,"8736"
"PARP4","ENSG00000102699",11.645,11.532,11.588,-0.248,0.1423,0.4137,"143"
"WDR27","ENSG00000184465",8.989,9.237,9.113,0.155,0.1423,0.4137,"253769"
"MYT1L","ENSG00000186487",6.976,7.126,7.051,0.767,0.1423,0.4137,"23040"
"GDF1","ENSG00000130283",6.663,6.797,6.73,-0.394,0.1424,0.4138,""
"AC004241.5","ENSG00000280054",6.74,6.587,6.664,0.222,0.1424,0.4138,""
"AC027279.1","ENSG00000260816",6.251,6.238,6.244,0.39,0.1424,0.4138,""
"LGR4","ENSG00000205213",8.549,9.357,8.953,0.286,0.1425,0.4139,"55366"
"ZNF487","ENSG00000243660",7.534,7.604,7.569,0.195,0.1425,0.4139,"642819"
"AQR","ENSG00000021776",10.62,10.419,10.519,0.295,0.1428,0.4147,"9716"
"CEP112","ENSG00000154240",8.735,8.587,8.661,0.199,0.143,0.4152,"201134"
"TMEM59L","ENSG00000105696",7.646,7.505,7.576,-0.654,0.143,0.4152,"25789"
"DAGLA","ENSG00000134780",7.815,8.212,8.013,0.25,0.1431,0.4153,"747"
"AC098851.1","ENSG00000250990",6.422,6.402,6.412,-0.661,0.1431,0.4153,""
"RNF157","ENSG00000141576",8.72,8.046,8.383,-0.155,0.1433,0.4159,"114804"
"YAP1","ENSG00000137693",12.47,12.234,12.352,0.307,0.1434,0.416,"10413"
"TRMT11","ENSG00000066651",8.421,8.475,8.448,-0.581,0.1434,0.416,"60487"
"KYNU","ENSG00000115919",7.428,7.505,7.466,0.219,0.1435,0.4161,"8942"
"CRELD1","ENSG00000163703",9.452,9.398,9.425,-0.173,0.1436,0.4163,"78987"
"CDR2L","ENSG00000109089",9.589,9.432,9.511,0.562,0.1436,0.4163,"30850"
"AC022182.3","ENSG00000255397",6.3,6.374,6.337,-0.671,0.1436,0.4163,""
"RHOU","ENSG00000116574",8.479,8.58,8.529,0.185,0.1439,0.4165,"58480"
"XPOT","ENSG00000184575",11.55,12.014,11.782,-0.25,0.1438,0.4165,"11260"
"DPF3","ENSG00000205683",7.508,8.07,7.789,0.224,0.1438,0.4165,"8110"
"RASA3","ENSG00000185989",10.316,10.182,10.249,0.196,0.1438,0.4165,"22821"
"STAC3","ENSG00000185482",6.614,6.837,6.725,-0.827,0.1438,0.4165,"246329"
"KCND1","ENSG00000102057",8.16,8.254,8.207,0.273,0.1438,0.4165,"3750"
"ABRAXAS1","ENSG00000163322",9.081,9.181,9.131,-0.762,0.1439,0.4165,"84142"
"AC092058.1","ENSG00000285885",6.224,6.272,6.248,0.194,0.1437,0.4165,""
"CHD9","ENSG00000177200",11.017,10.582,10.799,0.321,0.1439,0.4166,"80205"
"FAM90A24P","ENSG00000215354",6.538,6.59,6.564,-0.159,0.144,0.4168,""
"MFGE8","ENSG00000140545",13.702,12.516,13.109,-0.321,0.1441,0.417,"4240"
"DCUN1D4","ENSG00000109184",10.492,10.211,10.352,-0.197,0.1441,0.417,"23142"
"SPTY2D1","ENSG00000179119",9.584,9.547,9.565,0.223,0.1443,0.4173,"144108"
"GNAT2","ENSG00000134183",6.27,6.371,6.32,0.149,0.1444,0.4175,"2780"
"NFKBIL1","ENSG00000204498",8.612,8.771,8.691,0.853,0.1446,0.418,"4795"
"EFCAB1","ENSG00000034239",6.542,6.653,6.598,0.52,0.1446,0.4181,"79645"
"ELOVL5","ENSG00000012660",11.475,11.078,11.276,0.238,0.1447,0.4181,"60481"
"AC016405.3","ENSG00000272384",6.363,6.609,6.486,-0.304,0.1446,0.4181,""
"OR2T12","ENSG00000177201",6.746,6.751,6.749,-0.466,0.1448,0.4185,"127064"
"PRDM6","ENSG00000061455",9.881,10.125,10.003,-0.261,0.1449,0.4186,"93166"
"AGO2","ENSG00000123908",10.961,10.549,10.755,0.27,0.1449,0.4186,"27161"
"JDP2","ENSG00000140044",10.355,10.653,10.504,0.181,0.145,0.4186,"122953"
"TRIM11","ENSG00000154370",8.834,8.831,8.833,1.105,0.1451,0.4189,"81559"
"ERVK9-11","ENSG00000269486",7.533,7.602,7.568,-0.513,0.1451,0.4189,""
"PAQR8","ENSG00000170915",8.204,8.342,8.273,0.466,0.1452,0.4192,"85315"
"PMS2P1","ENSG00000078319",7.598,7.524,7.561,0.248,0.1453,0.4193,""
"ARMCX3","ENSG00000102401",11.408,11.727,11.567,-0.392,0.1454,0.4194,"51566"
"NAPA","ENSG00000105402",11.175,10.843,11.009,0.188,0.1454,0.4195,"8775"
"CD320","ENSG00000167775",8.547,8.753,8.65,0.27,0.1454,0.4195,"51293"
"IAH1","ENSG00000134330",9.847,9.717,9.782,-0.276,0.1455,0.4195,"285148"
"AL021396.1","ENSG00000229766",6.236,6.326,6.281,-1.06,0.1455,0.4195,""
"SP110","ENSG00000135899",9.655,9.314,9.484,-0.718,0.1454,0.4195,"3431"
"ALDH4A1","ENSG00000159423",9.549,8.844,9.196,0.183,0.1456,0.4196,"8659"
"OR7E12P","ENSG00000189398",7.363,7.683,7.523,0.265,0.1456,0.4196,"10821"
"GART","ENSG00000159131",10.317,10.152,10.234,-0.284,0.1456,0.4196,"2618"
"AC090360.1","ENSG00000267127",6.603,6.772,6.688,-0.309,0.1456,0.4196,""
"CTDSP1","ENSG00000144579",10.918,10.914,10.916,-0.354,0.1455,0.4196,"58190"
"C19orf70","ENSG00000174917",9.269,9.088,9.179,0.202,0.1457,0.4197,"125988"
"C8orf31","ENSG00000177335",7.079,7.21,7.145,-0.297,0.1457,0.4197,"286122"
"RF00017","ENSG00000276890",6.221,6.299,6.26,-0.573,0.1458,0.4197,""
"CACNG6","ENSG00000130433",6.345,6.315,6.33,0.189,0.1459,0.42,"59285"
"AC100830.2","ENSG00000264937",6.318,6.325,6.322,-0.852,0.146,0.4202,""
"AC004846.2","ENSG00000258944",6.363,6.343,6.353,-0.259,0.1461,0.4205,""
"SYNM","ENSG00000182253",7.935,7.95,7.943,-0.276,0.1463,0.4207,"23336"
"AL589684.1","ENSG00000223811",6.196,6.558,6.377,0.19,0.1462,0.4207,""
"AC023906.5","ENSG00000259712",6.44,6.373,6.407,-0.344,0.1462,0.4207,""
"AP001595.1","ENSG00000229025",6.323,6.341,6.332,-0.234,0.1463,0.4208,""
"AC105052.1","ENSG00000205236",7.018,6.948,6.983,-0.264,0.1466,0.4211,""
"MAGED4","ENSG00000154545",6.751,6.731,6.741,0.197,0.1465,0.4211,"728239"
"SVEP1","ENSG00000165124",16.091,15.412,15.751,0.397,0.1466,0.4211,"79987"
"PSG11","ENSG00000243130",6.268,6.51,6.389,-0.391,0.1465,0.4211,"5680"
"TCOF1","ENSG00000070814",9.65,9.794,9.722,0.165,0.1465,0.4211,"6949"
"LRRK1","ENSG00000154237",10.629,10.538,10.584,0.29,0.1466,0.4211,"79705"
"AP2M1","ENSG00000161203",13.09,12.964,13.027,-0.133,0.1465,0.4211,"1173"
"DEDD2","ENSG00000160570",8.419,8.592,8.505,-0.406,0.1465,0.4211,"162989"
"AC007663.3","ENSG00000273139",6.332,6.391,6.361,-0.889,0.1466,0.4211,""
"AL034430.2","ENSG00000285723",7.139,7.199,7.169,0.227,0.147,0.4218,""
"LRP1","ENSG00000123384",16.3,16.415,16.358,0.418,0.1469,0.4218,"4035"
"SCGB3A2","ENSG00000164265",6.552,6.542,6.547,0.54,0.1469,0.4218,"117156"
"ZNF586","ENSG00000083828",7.255,7.4,7.328,0.19,0.1469,0.4218,"54807"
"SHLD2","ENSG00000122376",9.276,8.917,9.097,-0.288,0.1472,0.4222,"54537"
"MCRIP1","ENSG00000225663",10.453,10.454,10.454,0.249,0.1472,0.4222,"348262"
"PICALM","ENSG00000073921",12.037,11.858,11.948,-0.287,0.1471,0.4222,"8301"
"AL138752.2","ENSG00000255872",6.211,6.381,6.296,0.195,0.1472,0.4222,""
"FBXO7","ENSG00000100225",10.817,10.804,10.81,-0.251,0.1472,0.4222,"25793"
"AL391069.2","ENSG00000232671",6.509,6.478,6.493,-0.507,0.1472,0.4222,"100507670"
"CDK4","ENSG00000135446",10.576,11.311,10.943,-0.401,0.1474,0.4224,"1019"
"NPLOC4","ENSG00000182446",11.123,10.983,11.053,0.146,0.1474,0.4226,"55666"
"ZUP1","ENSG00000153975",8.02,7.915,7.968,0.253,0.1474,0.4226,"221302"
"AL583827.1","ENSG00000285634",7.251,7.176,7.213,-0.212,0.1475,0.4227,""
"RALY-AS1","ENSG00000285230",7.132,7.217,7.174,-0.505,0.1475,0.4227,"101926888"
"AC061975.1","ENSG00000260777",6.631,6.612,6.621,-0.895,0.1476,0.4229,""
"RASD1","ENSG00000108551",7.85,7.093,7.471,0.198,0.1477,0.423,"51655"
"MMP15","ENSG00000102996",8.483,7.733,8.108,-0.829,0.1478,0.4231,"4324"
"SCAMP3","ENSG00000116521",10.317,10.151,10.234,0.188,0.1478,0.4231,"10067"
"RPS7P11","ENSG00000213326",6.418,6.432,6.425,0.236,0.1478,0.4231,""
"ZFP30","ENSG00000120784",8.476,8.374,8.425,-0.74,0.1478,0.4231,"22835"
"INPP4B","ENSG00000109452",8.615,8.465,8.54,0.134,0.1479,0.4232,"8821"
"PRR16","ENSG00000184838",8.686,8.462,8.574,0.219,0.148,0.4232,"51334"
"PCSK5","ENSG00000099139",8.833,9.193,9.013,0.17,0.148,0.4232,"5125"
"LINC02242","ENSG00000249736",6.372,6.385,6.379,0.157,0.148,0.4232,""
"LINC02306","ENSG00000257986",6.256,6.318,6.287,0.172,0.1479,0.4232,""
"UCHL3","ENSG00000118939",8.688,8.882,8.785,-1.044,0.1479,0.4232,"7347"
"NEURL1B","ENSG00000214357",7.911,8.209,8.06,-0.236,0.1481,0.4233,"54492"
"TMEFF2","ENSG00000144339",6.799,7.03,6.914,-0.546,0.148,0.4233,"23671"
"NDUFA13","ENSG00000186010",10.474,10.521,10.498,-0.221,0.1484,0.4237,"51079"
"ACTL8","ENSG00000117148",6.312,6.539,6.425,0.212,0.1483,0.4237,"81569"
"AC135983.3","ENSG00000254912",6.445,6.417,6.431,-1.533,0.1483,0.4237,""
"SHCBP1L","ENSG00000157060",6.313,6.311,6.312,0.865,0.1483,0.4237,"81626"
"RALGAPA1P1","ENSG00000229419",6.58,6.562,6.571,0.174,0.1483,0.4237,"26134"
"TWIST1","ENSG00000122691",9.055,9.161,9.108,-0.386,0.1484,0.4237,"7291"
"FRG1EP","ENSG00000282995",6.608,6.66,6.634,0.249,0.1485,0.4239,""
"EDA","ENSG00000158813",7.86,7.272,7.566,0.753,0.1487,0.4244,"1896"
"AC010127.1","ENSG00000236107",6.61,6.587,6.598,-0.21,0.1488,0.4246,"102724058"
"TYRO3","ENSG00000092445",9.064,9.372,9.218,-0.153,0.1488,0.4247,"7301"
"PRSS8","ENSG00000052344",6.312,6.331,6.322,0.26,0.1489,0.4248,"5652"
"ZNF250","ENSG00000196150",7.957,8.245,8.101,0.526,0.1489,0.4248,"58500"
"AC010300.1","ENSG00000267934",6.446,6.482,6.464,-0.733,0.1489,0.4248,""
"PPEF1","ENSG00000086717",6.414,6.208,6.311,0.145,0.1491,0.4252,"5475"
"CFL1P5","ENSG00000213830",6.248,6.379,6.313,-0.793,0.1492,0.4253,""
"WDR11","ENSG00000120008",11.194,10.978,11.086,-0.229,0.1492,0.4253,"55717"
"FARSB","ENSG00000116120",9.165,9.107,9.136,-0.151,0.1492,0.4253,"10056"
"TMIGD3","ENSG00000121933",6.293,6.32,6.306,0.599,0.1492,0.4253,"57413"
"RAD51L3-RFFL","ENSG00000267618",6.38,6.363,6.372,-0.23,0.1493,0.4254,"100529207"
"MED28","ENSG00000118579",10.733,10.346,10.54,0.188,0.1494,0.4255,"80306"
"RGN","ENSG00000130988",7.93,7.934,7.932,0.609,0.1494,0.4255,"9104"
"TMEM179B","ENSG00000185475",9.507,9.365,9.436,0.531,0.1494,0.4255,"374395"
"NAGPA","ENSG00000103174",9.009,9.095,9.052,-0.896,0.1495,0.4256,"51172"
"EXOC3L1","ENSG00000179044",6.601,6.821,6.711,-0.192,0.1496,0.426,"283849"
"MIR409","ENSG00000199107",6.242,6.264,6.253,-1.604,0.1497,0.4263,"574413"
"DNAJB4","ENSG00000162616",11.123,9.878,10.5,-0.28,0.1499,0.4264,"11080"
"CDKN1C","ENSG00000129757",9.414,9.128,9.271,0.274,0.1499,0.4264,"1028"
"DACT1","ENSG00000165617",9.389,9.257,9.323,0.186,0.1499,0.4264,"51339"
"FYN","ENSG00000010810",10.785,10.819,10.802,0.233,0.1498,0.4264,"2534"
"ARID5B","ENSG00000150347",13.371,13.271,13.321,0.178,0.1499,0.4264,"84159"
"DHH","ENSG00000139549",6.396,6.304,6.35,0.341,0.1499,0.4264,"50846"
"AC090617.3","ENSG00000262533",6.16,6.304,6.232,-0.435,0.1499,0.4264,""
"AC106760.1","ENSG00000251196",6.656,6.391,6.524,0.149,0.1501,0.4265,""
"TMEM9B","ENSG00000175348",10.646,10.28,10.463,0.16,0.15,0.4265,"56674"
"KRR1","ENSG00000111615",9.829,10.124,9.977,0.192,0.1501,0.4265,"11103"
"KMO","ENSG00000117009",6.602,6.593,6.597,0.691,0.1501,0.4265,"8564"
"HCG4B","ENSG00000227262",7.027,7.055,7.041,0.273,0.1502,0.4266,""
"AP002373.2","ENSG00000256533",6.336,6.284,6.31,0.94,0.1502,0.4266,""
"MT-ND4","ENSG00000198886",16.292,16.154,16.223,1.561,0.1502,0.4266,"4538"
"HIPK1","ENSG00000163349",10.693,10.509,10.601,-0.549,0.1501,0.4266,"204851"
"AC090772.3","ENSG00000265750",6.479,6.582,6.53,-0.208,0.1502,0.4266,""
"TMEM79","ENSG00000163472",8.261,8.333,8.297,0.675,0.1503,0.4267,"84283"
"ANKRD36C","ENSG00000174501",7.77,8.176,7.973,-0.198,0.1504,0.4269,"400986"
"C3AR1","ENSG00000171860",6.257,6.276,6.266,-0.257,0.1504,0.4269,"719"
"MYBL1","ENSG00000185697",7.323,7.709,7.516,0.208,0.1505,0.427,"4603"
"AL139094.1","ENSG00000220685",6.258,6.394,6.326,0.24,0.1505,0.427,""
"AC093110.1","ENSG00000238018",7.179,7.192,7.186,0.199,0.1505,0.4271,""
"POU2F1","ENSG00000143190",8.801,8.955,8.878,1.26,0.1506,0.4272,"5451"
"DIRAS1","ENSG00000176490",8.493,8.59,8.542,0.526,0.1507,0.4273,"148252"
"SOD3","ENSG00000109610",12.038,12.1,12.069,0.189,0.1508,0.4276,"6649"
"AC144652.1","ENSG00000273117",6.419,6.678,6.548,0.297,0.1508,0.4276,""
"AL645939.4","ENSG00000272236",6.282,6.202,6.242,-1.056,0.1509,0.4276,""
"GPC4","ENSG00000076716",9.537,8.764,9.15,0.164,0.151,0.4278,"2239"
"LRRC28","ENSG00000168904",8.583,8.69,8.637,0.303,0.151,0.4278,"123355"
"ZNF252P","ENSG00000196922",8.943,9.066,9.004,-0.38,0.1511,0.428,"286101"
